GENUS,APGIII_FAMILY,STATUS
Calycanthaceae,Calycanthaceae,Accepted by TPL
Calycanthus,Calycanthaceae,Accepted by TPL
Calycera,Calyceraceae,Accepted by TPL
Calyceraceae,Calyceraceae,Accepted by TPL
Calycobolus,Convolvulaceae,Accepted by TPL
Calycocarpum,Menispermaceae,Accepted by TPL
Calycogonium,Melastomataceae,Accepted by TPL
Calycolpus,Myrtaceae,Accepted by TPL
Calycomorphum,Fabaceae,Accepted by TPL
Calycopeplus,Euphorbiaceae,Accepted by TPL
Calycophyllum,Rubiaceae,Accepted by TPL
Calycophysum,Cucurbitaceae,Accepted by TPL
Calycorectes,Myrtaceae,Accepted by TPL
Calycoseris,Asteraceae,Accepted by TPL
Calycosia,Rubiaceae,Accepted by TPL
Calycosiphonia,Rubiaceae,Accepted by TPL
Calycotome,Fabaceae,Unresolved at TPL
Calycotropis,Caryophyllaceae,Unresolved at TPL
Calycularia,Allisoniaceae,Accepted by TPL
Calyculogygas,Malvaceae,Accepted by TPL
Calydorea,Iridaceae,Accepted by TPL
Calylophus,Onagraceae,Accepted by TPL
Calymella,Gleicheniaceae,Unresolved at TPL
Calymenia,Nyctaginaceae,Unresolved at TPL
Calymmanthera,Orchidaceae,Accepted by TPL
Calymmanthium,Cactaceae,Accepted by TPL
Calymmatium,Brassicaceae,Accepted by TPL
Calymmodon,Polypodiaceae,Accepted by TPL
Calymperaceae,Calymperaceae,Accepted by TPL
Calymperastrum,Pottiaceae,Accepted by TPL
Calymperes,Calymperaceae,Accepted by TPL
Calymperidium,Calymperaceae,Accepted by TPL
Calymperopsis,Calymperaceae,Accepted by TPL
Calyplectus,Lythraceae,Unresolved at TPL
Calypogeia,Calypogeiaceae,Accepted by TPL
Calypogeiaceae,Calypogeiaceae,Accepted by TPL
Calypso,Orchidaceae,Accepted by TPL
Calyptocarpus,Asteraceae,Accepted by TPL
Calyptochloa,Poaceae,Accepted by TPL
Calyptopogon,Pottiaceae,Accepted by TPL
Calyptostylis,Malpighiaceae,Accepted by TPL
Calyptothecium,Pterobryaceae,Accepted by TPL
Calyptracordia,Boraginaceae,Unresolved at TPL
Calyptraemalva,Malvaceae,Accepted by TPL
Calyptranthe,Saxifragaceae,Unresolved at TPL
Calyptranthera,Apocynaceae,Accepted by TPL
Calyptranthes,Myrtaceae,Accepted by TPL
Calyptraria,Melastomataceae,Unresolved at TPL
Calyptrella,Melastomataceae,Unresolved at TPL
Calyptridium,Portulacaceae,Unresolved at TPL
Calyptrion,Violaceae,Unresolved at TPL
Calyptrocalyx,Arecaceae,Accepted by TPL
Calyptrocarya,Cyperaceae,Accepted by TPL
Calyptrochaeta,Daltoniaceae,Accepted by TPL
Calyptrochilum,Orchidaceae,Accepted by TPL
Calyptrocolea,Adelanthaceae,Accepted by TPL
Calyptrogenia,Myrtaceae,Accepted by TPL
Calyptrogyne,Arecaceae,Accepted by TPL
Calyptronoma,Arecaceae,Accepted by TPL
Calyptrosciadium,Apiaceae,Accepted by TPL
Calyptrostegia,Thymelaeaceae,Unresolved at TPL
Calyptrostigma,Caprifoliaceae,Unresolved at TPL
Calyptrotheca,Didiereaceae,Accepted by TPL
Calysaccion,Clusiaceae,Unresolved at TPL
Calysericos,Thymelaeaceae,Unresolved at TPL
Calysphyrum,Caprifoliaceae,Unresolved at TPL
Calystegia,Convolvulaceae,Accepted by TPL
Calytrix,Myrtaceae,Accepted by TPL
Calyxhymenia,Nyctaginaceae,Unresolved at TPL
Camarea,Malpighiaceae,Accepted by TPL
Camaridium,Orchidaceae,Accepted by TPL
Camarotea,Acanthaceae,Accepted by TPL
Camassia,Asparagaceae,Accepted by TPL
Cambessedesia,Melastomataceae,Accepted by TPL
Camchaya,Asteraceae,Accepted by TPL
Camelina,Brassicaceae,Accepted by TPL
Camelinopsis,Brassicaceae,Accepted by TPL
Camellia,Theaceae,Accepted by TPL
Camelostalix,Orchidaceae,Unresolved at TPL
Cameraria,Apocynaceae,Accepted by TPL
Camissonia,Onagraceae,Accepted by TPL
Camissoniopsis,Onagraceae,Accepted by TPL
Camoensia,Fabaceae,Accepted by TPL
Camonea,Convolvulaceae,Accepted by TPL
Campanocalyx,Rubiaceae,Unresolved at TPL
Campanocolea,Geocalycaceae,Accepted by TPL
Campanula,Campanulaceae,Accepted by TPL
Campanulaceae,Campanulaceae,Accepted by TPL
Campanulopsis,Campanulaceae,Unresolved at TPL
Campanulorchis,Orchidaceae,Accepted by TPL
Campanumoea,Campanulaceae,Liu et al.(2015)
Campbellia,Orobanchaceae,Accepted by TPL
Campderia,Velloziaceae,Unresolved at TPL
Campeiostachys,Poaceae,Accepted by TPL
Campestigma,Apocynaceae,Accepted by TPL
Camphora,Lauraceae,Accepted by TPL
Camphoromoea,Lauraceae,Unresolved at TPL
Camphorosma,Amaranthaceae,Accepted by TPL
Camphusia,Goodeniaceae,Unresolved at TPL
Campimia,Melastomataceae,Unresolved at TPL
Campium,Dryopteridaceae,Unresolved at TPL
Campnosperma,Anacardiaceae,Accepted by TPL
Campomanesia,Myrtaceae,Accepted by TPL
Campovassouria,Asteraceae,Accepted by TPL
Campsiandra,Fabaceae,Accepted by TPL
Campsidium,Bignoniaceae,Accepted by TPL
Campsis,Bignoniaceae,Accepted by TPL
Camptacra,Asteraceae,Accepted by TPL
Camptandra,Zingiberaceae,Accepted by TPL
Campteria,Pteridaceae,Accepted by TPL
Camptocarpus,Apocynaceae,Accepted by TPL
Camptochaete,Lembophyllaceae,Accepted by TPL
Camptodontium,Dicranaceae,Accepted by TPL
Camptolepis,Sapindaceae,Accepted by TPL
Camptoloma,Scrophulariaceae,Accepted by TPL
Camptopus,Rubiaceae,Unresolved at TPL
Camptorrhiza,Colchicaceae,Accepted by TPL
Camptosema,Fabaceae,Accepted by TPL
Camptosorus,Aspleniaceae,Accepted by TPL
Camptostemon,Malvaceae,Accepted by TPL
Camptostylus,Achariaceae,Accepted by TPL
Camptotheca,Cornaceae,Accepted by TPL
Camptothecium,Brachytheciaceae,Accepted by TPL
Camptouratea,Ochnaceae,Accepted by TPL
Campuleia,Scrophulariaceae,Unresolved at TPL
Campuloclinium,Asteraceae,Accepted by TPL
Campulosus,Poaceae,Unresolved at TPL
Campylandra,Asparagaceae,Liu et al.(2015)
Campylanthera,Malvaceae,Accepted by TPL
Campylanthus,Plantaginaceae,Accepted by TPL
Campylia,Geraniaceae,Unresolved at TPL
Campyliadelphus,Amblystegiaceae,Accepted by TPL
Campylidium,Amblystegiaceae,Accepted by TPL
Campylium,Amblystegiaceae,Accepted by TPL
Campylocentrum,Orchidaceae,Accepted by TPL
Campylocercum,Ochnaceae,Unresolved at TPL
Campylochnella,Ochnaceae,Unresolved at TPL
Campylodontium,Fabroniaceae,Accepted by TPL
Campylogramma,Polypodiaceae,Unresolved at TPL
Campylolejeunea,Lejeuneaceae,Accepted by TPL
Campyloneurum,Polypodiaceae,Accepted by TPL
Campylopetalum,Anacardiaceae,Accepted by TPL
Campylophyllum,Hypnaceae,Accepted by TPL
Campylopodiella,Dicranaceae,Accepted by TPL
Campylopodium,Dicranaceae,Accepted by TPL
Campylopus,Dicranaceae,Accepted by TPL
Campylosiphon,Burmanniaceae,Accepted by TPL
Campylospermum,Ochnaceae,Accepted by TPL
Campylostachys,Stilbaceae,Accepted by TPL
Campylostelium,Ptychomitriaceae,Accepted by TPL
Campylostemon,Celastraceae,Accepted by TPL
Campylotheca,Asteraceae,Unresolved at TPL
Campylotropis,Fabaceae,Accepted by TPL
Campynema,Campynemataceae,Accepted by TPL
Campynemanthe,Campynemataceae,Accepted by TPL
Campynemataceae,Campynemataceae,Accepted by TPL
Camunium,Meliaceae,Unresolved at TPL
Camusiella,Poaceae,Unresolved at TPL
Canacomyrica,Myricaceae,Accepted by TPL
Canadanthus,Asteraceae,Accepted by TPL
Canala,Loganiaceae,Unresolved at TPL
Canalohypopterygium,Hypopterygiaceae,Accepted by TPL
Cananga,Annonaceae,Accepted by TPL
Canariastrum,Phyllanthaceae,Unresolved at TPL
Canarina,Campanulaceae,Accepted by TPL
Canariopsis,Burseraceae,Unresolved at TPL
Canarium,Burseraceae,Accepted by TPL
Canastra,Poaceae,Accepted by TPL
Canavalia,Fabaceae,Accepted by TPL
Canbya,Papaveraceae,Accepted by TPL
Cancrinia,Asteraceae,Accepted by TPL
Cancriniella,Asteraceae,Accepted by TPL
Candollea,Dilleniaceae,Unresolved at TPL
Candollea,Polypodiaceae,Unresolved at TPL
Candolleodendron,Fabaceae,Accepted by TPL
Canella,Canellaceae,Accepted by TPL
Canellaceae,Canellaceae,Accepted by TPL
Canephora,Rubiaceae,Accepted by TPL
Canistropsis,Bromeliaceae,Unresolved at TPL
Canistrum,Bromeliaceae,Accepted by TPL
Canmea,Bromeliaceae,Liu et al.(2015)
Canna,Cannaceae,Accepted by TPL
Cannabaceae,Cannabaceae,Accepted by TPL
Cannabis,Cannabaceae,Accepted by TPL
Cannaboides,Apiaceae,Accepted by TPL
Cannaceae,Cannaceae,Accepted by TPL
Cannomois,Restionaceae,Accepted by TPL
Canotia,Celastraceae,Accepted by TPL
Canscora,Gentianaceae,Accepted by TPL
Cansenia,Fabaceae,Unresolved at TPL
Cansjera,Opiliaceae,Accepted by TPL
Cantharospermum,Fabaceae,Accepted by TPL
Canthium,Rubiaceae,Accepted by TPL
Cantleya,Stemonuraceae,Accepted by TPL
Cantua,Polemoniaceae,Accepted by TPL
Cantuffa,Fabaceae,Accepted by TPL
Caobangia,Polypodiaceae,Accepted by TPL
Capanea,Gesneriaceae,Unresolved at TPL
Capanemia,Orchidaceae,Accepted by TPL
Capelio,Asteraceae,Accepted by TPL
Capellia,Dilleniaceae,Unresolved at TPL
Capeobolus,Cyperaceae,Accepted by TPL
Capeochloa,Poaceae,Accepted by TPL
Caperonia,Euphorbiaceae,Accepted by TPL
Capillipedium,Poaceae,Accepted by TPL
Capillolejeunea,Lejeuneaceae,Accepted by TPL
Capirona,Rubiaceae,Accepted by TPL
Capitanopsis,Lamiaceae,Accepted by TPL
Capitularina,Cyperaceae,Accepted by TPL
Capnites,Papaveraceae,Unresolved at TPL
Capnoides,Papaveraceae,Accepted by TPL
Capnophyllum,Apiaceae,Accepted by TPL
Capparaceae,Capparaceae,Accepted by TPL
Capparicordis,Capparaceae,Accepted by TPL
Capparidastrum,Capparaceae,Accepted by TPL
Capparis,Capparaceae,Accepted by TPL
Capraea,Salicaceae,Liu et al.(2015)
Capraria,Scrophulariaceae,Accepted by TPL
Caprifoliaceae,Caprifoliaceae,Accepted by TPL
Caprifolium,Caprifoliaceae,Unresolved at TPL
Capsella,Brassicaceae,Accepted by TPL
Capsicum,Solanaceae,Accepted by TPL
Capurodendron,Sapotaceae,Accepted by TPL
Capuronia,Lythraceae,Accepted by TPL
Capuronianthus,Meliaceae,Accepted by TPL
Caradesia,Asteraceae,Unresolved at TPL
Caraea,Asteraceae,Unresolved at TPL
Caragana,Fabaceae,Accepted by TPL
Caraguata,Bromeliaceae,Unresolved at TPL
Caraipa,Calophyllaceae,Accepted by TPL
Carallia,Rhizophoraceae,Accepted by TPL
Caralluma,Apocynaceae,Accepted by TPL
Carapa,Meliaceae,Accepted by TPL
Carapichea,Rubiaceae,Accepted by TPL
Carbeni,Asteraceae,Unresolved at TPL
Cardamine,Brassicaceae,Accepted by TPL
Cardaminopsis,Brassicaceae,Unresolved at TPL
Cardamomum,Zingiberaceae,Unresolved at TPL
Cardanthera,Acanthaceae,Unresolved at TPL
Cardaria,Brassicaceae,Liu et al.(2015)
Cardenanthus,Iridaceae,Unresolved at TPL
Cardenasiodendron,Anacardiaceae,Accepted by TPL
Cardiacanthus,Acanthaceae,Unresolved at TPL
Cardiandra,Hydrangeaceae,Accepted by TPL
Cardiochilos,Orchidaceae,Accepted by TPL
Cardiochlaena,Tectariaceae,Unresolved at TPL
Cardiochlamys,Convolvulaceae,Accepted by TPL
Cardiocrinum,Liliaceae,Accepted by TPL
Cardiolejeunea,Lejeuneaceae,Accepted by TPL
Cardiomanes,Hymenophyllaceae,Accepted by TPL
Cardionema,Caryophyllaceae,Accepted by TPL
Cardiopetalum,Annonaceae,Accepted by TPL
Cardiopteridaceae,Cardiopteridaceae,Accepted by TPL
Cardiopteris,Cardiopteridaceae,Accepted by TPL
Cardiospermum,Sapindaceae,Accepted by TPL
Cardioteucris,Lamiaceae,Liu et al.(2015)
Cardopatium,Asteraceae,Accepted by TPL
Cardotia,Dicranaceae,Accepted by TPL
Cardotiella,Orthotrichaceae,Accepted by TPL
Carduncellus,Asteraceae,Accepted by TPL
Carduocirsium,Asteraceae,Accepted by TPL
Carduocirsium,Asteraceae,Unresolved at TPL
Carduogalactites,Asteraceae,Accepted by TPL
Carduus,Asteraceae,Accepted by TPL
Cardwellia,Proteaceae,Accepted by TPL
Carex,Cyperaceae,Accepted by TPL
Careya,Lecythidaceae,Accepted by TPL
Cargillia,Ebenaceae,Unresolved at TPL
Caribaeohypnum,Hypnaceae,Accepted by TPL
Caribea,Nyctaginaceae,Accepted by TPL
Carica,Caricaceae,Accepted by TPL
Caricaceae,Caricaceae,Accepted by TPL
Carinafolium,Calymperaceae,Accepted by TPL
Carinavalva,Brassicaceae,Accepted by TPL
Cariniana,Lecythidaceae,Accepted by TPL
Carionia,Melastomataceae,Unresolved at TPL
Carissa,Apocynaceae,Accepted by TPL
Carissoa,Fabaceae,Accepted by TPL
Carissophyllum,Gentianaceae,Unresolved at TPL
Carlemannia,Carlemanniaceae,Accepted by TPL
Carlemanniaceae,Carlemanniaceae,Accepted by TPL
Carlephyton,Araceae,Accepted by TPL
Carlesia,Apiaceae,Accepted by TPL
Carlina,Asteraceae,Accepted by TPL
Carlotea,Amaryllidaceae,Unresolved at TPL
Carlowrightia,Acanthaceae,Accepted by TPL
Carlquistia,Asteraceae,Accepted by TPL
Carludovica,Cyclanthaceae,Accepted by TPL
Carmelita,Asteraceae,Unresolved at TPL
Carmichaelia,Fabaceae,Accepted by TPL
Carminatia,Asteraceae,Accepted by TPL
Carmona,Ehretiaceae,Liu et al.(2015)
Carnarvonia,Proteaceae,Accepted by TPL
Carnegiea,Cactaceae,Accepted by TPL
Carnegieodoxa,Monimiaceae,Accepted by TPL
Carolinella,Primulaceae,Unresolved at TPL
Carolus,Malpighiaceae,Accepted by TPL
Caropodium,Apiaceae,Unresolved at TPL
Caropsis,Apiaceae,Accepted by TPL
Caroxylon,Amaranthaceae,Unresolved at TPL
Carpacoce,Rubiaceae,Accepted by TPL
Carpanthea,Aizoaceae,Accepted by TPL
Carpanthus,Salviniaceae,Unresolved at TPL
Carpentaria,Arecaceae,Accepted by TPL
Carpenteria,Hydrangeaceae,Accepted by TPL
Carpentia,Convolvulaceae,Unresolved at TPL
Carpesium,Asteraceae,Accepted by TPL
Carpha,Cyperaceae,Accepted by TPL
Carphalea,Rubiaceae,Accepted by TPL
Carphephorus,Asteraceae,Accepted by TPL
Carphochaete,Asteraceae,Accepted by TPL
Carpinus,Betulaceae,Accepted by TPL
Carpobrotus,Aizoaceae,Accepted by TPL
Carpocalymna,Gesneriaceae,Unresolved at TPL
Carpoceras,Martyniaceae,Unresolved at TPL
Carpodetus,Rousseaceae,Accepted by TPL
Carpodinus,Apocynaceae,Unresolved at TPL
Carpodiptera,Malvaceae,Accepted by TPL
Carpolepidum,Plagiochilaceae,Unresolved at TPL
Carpolobia,Polygalaceae,Accepted by TPL
Carponema,Brassicaceae,Unresolved at TPL
Carpophora,Caryophyllaceae,Unresolved at TPL
Carpophyma,Aizoaceae,Unresolved at TPL
Carpopodium,Brassicaceae,Unresolved at TPL
Carpopogon,Fabaceae,Unresolved at TPL
Carpotroche,Achariaceae,Accepted by TPL
Carpoxylon,Arecaceae,Accepted by TPL
Carpunya,Piperaceae,Unresolved at TPL
Carpupica,Piperaceae,Unresolved at TPL
Carramboa,Asteraceae,Accepted by TPL
Carrichtera,Brassicaceae,Accepted by TPL
Carrierea,Salicaceae,Accepted by TPL
Carringtonia,Corsiniaceae,Unresolved at TPL
Carronia,Menispermaceae,Accepted by TPL
Carruanthophyllum,Aizoaceae,Accepted by TPL
Carruanthus,Aizoaceae,Accepted by TPL
Carruthersia,Apocynaceae,Accepted by TPL
Carterella,Rubiaceae,Accepted by TPL
Carterothamnus,Asteraceae,Accepted by TPL
Carthamus,Asteraceae,Accepted by TPL
Cartiera,Brassicaceae,Unresolved at TPL
Cartonema,Commelinaceae,Accepted by TPL
Carum,Apiaceae,Accepted by TPL
Caruncularia,Apocynaceae,Unresolved at TPL
Carvalhoa,Apocynaceae,Accepted by TPL
Carya,Juglandaceae,Accepted by TPL
Caryocar,Caryocaraceae,Accepted by TPL
Caryocaraceae,Caryocaraceae,Accepted by TPL
Caryochloa,Poaceae,Unresolved at TPL
Caryodaphnopsis,Lauraceae,Accepted by TPL
Caryodendron,Euphorbiaceae,Accepted by TPL
Caryolobium,Fabaceae,Unresolved at TPL
Caryomene,Menispermaceae,Accepted by TPL
Caryophyllaceae,Caryophyllaceae,Accepted by TPL
Caryophyllata,Rosaceae,Unresolved at TPL
Caryophyllus,Myrtaceae,Unresolved at TPL
Caryopteris,Lamiaceae,Accepted by TPL
Caryota,Arecaceae,Accepted by TPL
Caryotophora,Aizoaceae,Accepted by TPL
Casabitoa,Simaroubaceae,Unresolved at TPL
Casalea,Ranunculaceae,Unresolved at TPL
Casasia,Rubiaceae,Accepted by TPL
Cascabela,Apocynaceae,Accepted by TPL
Cascadia,Saxifragaceae,Unresolved at TPL
Cascarilla,Rubiaceae,Unresolved at TPL
Cascaronia,Fabaceae,Accepted by TPL
Casearia,Salicaceae,Accepted by TPL
Casimirella,Icacinaceae,Accepted by TPL
Casimiroa,Rutaceae,Accepted by TPL
Casiostega,Poaceae,Unresolved at TPL
Casparea,Fabaceae,Unresolved at TPL
Casparia,Fabaceae,Accepted by TPL
Casparya,Begoniaceae,Unresolved at TPL
Cassandra,Ericaceae,Unresolved at TPL
Cassebeera,Pteridaceae,Accepted by TPL
Cassebeeria,Melastomataceae,Unresolved at TPL
Casselia,Verbenaceae,Accepted by TPL
Cassia,Fabaceae,Accepted by TPL
Cassidispermum,Sapotaceae,Unresolved at TPL
Cassidocarpus,Apiaceae,Unresolved at TPL
Cassine,Celastraceae,Accepted by TPL
Cassinia,Asteraceae,Accepted by TPL
Cassinopsis,Icacinaceae,Accepted by TPL
Cassiope,Ericaceae,Accepted by TPL
Cassipourea,Rhizophoraceae,Accepted by TPL
Cassupa,Rubiaceae,Unresolved at TPL
Cassutha,Convolvulaceae,Unresolved at TPL
Cassuvium,Anacardiaceae,Unresolved at TPL
Cassytha,Lauraceae,Accepted by TPL
Castalia,Nymphaeaceae,Unresolved at TPL
Castalis,Asteraceae,Accepted by TPL
Castanea,Fagaceae,Accepted by TPL
Castanedia,Asteraceae,Accepted by TPL
Castanella,Sapindaceae,Unresolved at TPL
Castanocarpus,Fabaceae,Unresolved at TPL
Castanoclobos,Trichocoleaceae,Accepted by TPL
Castanola,Connaraceae,Unresolved at TPL
Castanopsis,Fagaceae,Accepted by TPL
Castanospermum,Fabaceae,Accepted by TPL
Castanospora,Sapindaceae,Accepted by TPL
Castela,Simaroubaceae,Accepted by TPL
Castellanoa,Amaryllidaceae,Accepted by TPL
Castellanosia,Cactaceae,Accepted by TPL
Castellia,Poaceae,Accepted by TPL
Castelnavia,Podostemaceae,Accepted by TPL
Castilla,Moraceae,Accepted by TPL
Castilleja,Orobanchaceae,Accepted by TPL
Castorea,Verbenaceae,Unresolved at TPL
Castratella,Melastomataceae,Accepted by TPL
Castrilanthemum,Asteraceae,Accepted by TPL
Castroviejoa,Asteraceae,Accepted by TPL
Casuarina,Casuarinaceae,Accepted by TPL
Casuarinaceae,Casuarinaceae,Accepted by TPL
Catabrosa,Poaceae,Accepted by TPL
Catabrosella,Poaceae,Unresolved at TPL
Catachaenia,Melastomataceae,Unresolved at TPL
Catachaetum,Orchidaceae,Unresolved at TPL
Catacline,Fabaceae,Unresolved at TPL
Catacolea,Restionaceae,Accepted by TPL
Catadysia,Brassicaceae,Accepted by TPL
Catagoniaceae,Catagoniaceae,Accepted by TPL
Catagoniopsis,Brachytheciaceae,Accepted by TPL
Catagonium,Catagoniaceae,Accepted by TPL
Catalepidia,Proteaceae,Accepted by TPL
Catalepis,Poaceae,Accepted by TPL
Catalpa,Bignoniaceae,Accepted by TPL
Catamixis,Asteraceae,Accepted by TPL
Catananche,Asteraceae,Accepted by TPL
Catanthera,Melastomataceae,Accepted by TPL
Catapodium,Poaceae,Accepted by TPL
Catappa,Combretaceae,Unresolved at TPL
Catas,Proteaceae,Unresolved at TPL
Catasetum,Orchidaceae,Accepted by TPL
Catatia,Asteraceae,Accepted by TPL
Catenaria,Fabaceae,Liu et al.(2015)
Catenulina,Brassicaceae,Accepted by TPL
Catesbaea,Rubiaceae,Accepted by TPL
Catevala,Xanthorrhoeaceae,Liu et al.(2015)
Catha,Celastraceae,Accepted by TPL
Catharanthus,Apocynaceae,Accepted by TPL
Catharinea,Polytrichaceae,Accepted by TPL
Catharinella,Polytrichaceae,Accepted by TPL
Cathariostachys,Poaceae,Accepted by TPL
Catharomnion,Daltoniaceae,Accepted by TPL
Cathartocarpus,Fabaceae,Unresolved at TPL
Cathartolinum,Linaceae,Unresolved at TPL
Cathastrum,Celastraceae,Unresolved at TPL
Cathaya,Pinaceae,Accepted by TPL
Cathayanthe,Gesneriaceae,Accepted by TPL
Cathcartia,Papaveraceae,Unresolved at TPL
Cathedra,Olacaceae,Accepted by TPL
Cathestecum,Poaceae,Accepted by TPL
Cathetus,Phyllanthaceae,Unresolved at TPL
Cathormion,Fabaceae,Accepted by TPL
Catimbium,Zingiberaceae,Liu et al.(2015)
Catinga,Myrtaceae,Unresolved at TPL
Catoblastus,Arecaceae,Unresolved at TPL
Catocoryne,Melastomataceae,Accepted by TPL
Catoferia,Lamiaceae,Accepted by TPL
Catolesia,Asteraceae,Accepted by TPL
Catolobus,Brassicaceae,Accepted by TPL
Catonia,Melastomataceae,Unresolved at TPL
Catophractes,Bignoniaceae,Accepted by TPL
Catopsis,Bromeliaceae,Accepted by TPL
Catoscopiaceae,Catoscopiaceae,Accepted by TPL
Catoscopium,Catoscopiaceae,Accepted by TPL
Catostemma,Malvaceae,Accepted by TPL
Cattleya,Orchidaceae,Accepted by TPL
Cattleyopsis,Orchidaceae,Liu et al.(2015)
Catunaregam,Rubiaceae,Accepted by TPL
Caturus,Euphorbiaceae,Unresolved at TPL
Catyclia,Orchidaceae,Accepted by TPL
Caucaea,Orchidaceae,Accepted by TPL
Caucalis,Apiaceae,Accepted by TPL
Caucanthus,Malpighiaceae,Accepted by TPL
Caucasalia,Asteraceae,Accepted by TPL
Caudalejeunea,Lejeuneaceae,Accepted by TPL
Caudoxalis,Oxalidaceae,Unresolved at TPL
Caulanthus,Brassicaceae,Accepted by TPL
Caularthron,Orchidaceae,Accepted by TPL
Caulinia,Fabaceae,Accepted by TPL
Caulokaempferia,Zingiberaceae,Accepted by TPL
Caulophyllum,Berberidaceae,Accepted by TPL
Caulostramina,Brassicaceae,Accepted by TPL
Caulotretus,Fabaceae,Unresolved at TPL
Caustis,Cyperaceae,Accepted by TPL
Cautleya,Zingiberaceae,Accepted by TPL
Cavacoa,Euphorbiaceae,Accepted by TPL
Cavalcantia,Asteraceae,Accepted by TPL
Cavaleriea,Hamamelidaceae,Unresolved at TPL
Cavaleriella,Caprifoliaceae,Unresolved at TPL
Cavanilla,Icacinaceae,Unresolved at TPL
Cavanillesia,Malvaceae,Accepted by TPL
Cavaraea,Fabaceae,Unresolved at TPL
Cavea,Asteraceae,Accepted by TPL
Cavendishia,Ericaceae,Accepted by TPL
Cavicularia,Blasiaceae,Accepted by TPL
Caxamarca,Asteraceae,Accepted by TPL
Cayaponia,Cucurbitaceae,Accepted by TPL
Caylusea,Resedaceae,Accepted by TPL
Cayratia,Vitaceae,Accepted by TPL
Ceanothus,Rhamnaceae,Accepted by TPL
Cearanthes,Amaryllidaceae,Accepted by TPL
Cebatha,Menispermaceae,Accepted by TPL
Cebipira,Fabaceae,Accepted by TPL
Cecalyphum,Dicranaceae,Accepted by TPL
Cecarria,Loranthaceae,Accepted by TPL
Cecropia,Urticaceae,Accepted by TPL
Cedrela,Meliaceae,Accepted by TPL
Cedrelinga,Fabaceae,Accepted by TPL
Cedrelopsis,Meliaceae,Accepted by TPL
Cedronella,Lamiaceae,Accepted by TPL
Cedronia,Simaroubaceae,Unresolved at TPL
Cedrota,Lauraceae,Unresolved at TPL
Cedrus,Pinaceae,Accepted by TPL
Cedrus,Meliaceae,Unresolved at TPL
Ceiba,Malvaceae,Accepted by TPL
Celastraceae,Celastraceae,Accepted by TPL
Celastrus,Celastraceae,Accepted by TPL
Celerina,Acanthaceae,Accepted by TPL
Celianella,Phyllanthaceae,Accepted by TPL
Celiantha,Gentianaceae,Accepted by TPL
Celmearia,Asteraceae,Accepted by TPL
Celmisia,Asteraceae,Accepted by TPL
Celosia,Amaranthaceae,Accepted by TPL
Celsia,Scrophulariaceae,Unresolved at TPL
Celtis,Cannabaceae,Accepted by TPL
Cenarrhenes,Proteaceae,Accepted by TPL
Cenchrus,Poaceae,Accepted by TPL
Cenia,Asteraceae,Unresolved at TPL
Cenocentrum,Malvaceae,Accepted by TPL
Cenocline,Asteraceae,Unresolved at TPL
Cenolophium,Apiaceae,Accepted by TPL
Cenostigma,Fabaceae,Accepted by TPL
Centaurea,Asteraceae,Accepted by TPL
Centaureopappus,Asteraceae,Unresolved at TPL
Centaurium,Gentianaceae,Accepted by TPL
Centaurodendron,Asteraceae,Accepted by TPL
Centauropsis,Asteraceae,Accepted by TPL
Centaurothamnus,Asteraceae,Accepted by TPL
Centauserratula,Asteraceae,Accepted by TPL
Centella,Apiaceae,Accepted by TPL
Centema,Amaranthaceae,Accepted by TPL
Centemopsis,Amaranthaceae,Accepted by TPL
Centinodia,Polygonaceae,Unresolved at TPL
Centipeda,Asteraceae,Accepted by TPL
Centotheca,Poaceae,Accepted by TPL
Centrachena,Asteraceae,Unresolved at TPL
Centradenia,Melastomataceae,Accepted by TPL
Centradeniastrum,Melastomataceae,Accepted by TPL
Centranthera,Orobanchaceae,Accepted by TPL
Centrantheropsis,Orobanchaceae,Unresolved at TPL
Centranthus,Caprifoliaceae,Accepted by TPL
